id,headlines,text,ctext,ctext_len 
2365,Two militants killed in encounter in Burhan Wani's hometown,"Two militants have reportedly been killed today in an ongoing encounter with security forces in terror outfit Hizbul Mujahideen's slain commander Burhan Wani's hometown Tral in South Kashmir's Pulwama district. However, Inspector General of Police Muneer Khan said, ""Till the time we do not recover bodies and weapons, we can't confirm it.""","Three militants were killed in an ongoing encounter with security forces in Tral area of south Kashmir?s Pulwama district on Saturday, a senior police officer said.According to officials, the militants were planning a major attack on army and police.The encounter began at around 8.30 on Saturday after Lashkar-e-Taiba (LeT)?and Jaish-e-Mohammed (JeM) militants opened fire on security forces conducting a search in Satoora forest area of Tral.?Since the last two-three days, we had information that this group of militants were planning an attack on army and police,? Muneer Khan, inspector general of police, Kashmir Range told HT earlier during the day.?Pursuing them, we finally established contact today (Saturday) morning,? he said.The identity of deceased militants is yet to be ascertained.Tral, which is 36 km from Srinagar, is the hometown of Burhan Wani, the Hizbul Mujahideen ultra who was gunned down by security forces on July 8 last year triggering a wave of unrest in the Valley for nearly a year.",158
2368,"PMO refuses to answer RTI on Modi, Manmohan's foreign trips","The Prime Minister's Office has denied information on various expenses incurred on foreign trips by Prime Minister Narendra Modi and his predecessor Manmohan Singh. A PMO official said that the RTI was denied on grounds of being ""too vague and wide"". Reportedly, the RTI petitioner had sought copies of all files and letters exchanged between the PMO and different offices.","The Prime Minister?s Office (PMO) has denied information on various expenses incurred in foreign trips by Prime Minister Narendra Modi and his predecessor Manmohan Singh, terming the query ?vague?, an RTI activist said.Nutan Thakur told IANS on Saturday that she had requested the documents from the PMO on June 16.  Thakur asked for details of the expenses incurred on various arrangements made for all the foreign trips made by  Modi and Manmohan Singh from January 2010 onwards.On Thursday, central public information officer and under secretary in PMO Parveen Kumar, denying the details, said that the information sought was ?too vague and wide?.In her poser to the PMO under the Right To Information Act, Thakur had asked for copies of all files, including notes and various letters and documents exchanged between the PMO and different offices.Having denied the RTI, Kumar, however, informed Thakur that for the purpose of section 19 of the RTI Act 2005, Syed Ekram Rizvi, director PMO, South Block, was the appellate authority. Thakur told IANS that she would definitely knock the doors of the appellate authority in New Delhi for answers to her query.",188
2369,"Putin praises Trump's listening skills, wishes more dialogue","Russian President Vladimir Putin on Friday praised his US counterpart Donald Trump's ability to listen, saying, ""He (Trump) reacts to the interlocutor, he is involved in the discussion even if he doesn't like something and asks some questions."" Putin who believes he had already established a personal relationship with Trump, also hoped for further dialogue with the US President.","Russian President Vladimir Putin said on Friday that he hoped for further dialogue with his US counterpart Donald Trump after their meeting in Hamburg earlier this month on the fringes of the G20 summit.?If the dialogue were to go on, as you?ve said in this sense, in a humanitarian sense, there is the chance to hope that the dialogue develops further,? Putin said during a meeting with workers from the Lebedinsky mine in the Belgorod region.The meeting was aired by the Russia 24 TV channel.Putin once again praised Trump?s ability ?to listen?.?He reacts to the interlocutor, at the reasons, he is involved in the discussion even if he doesn?t like something and he doesn?t agree with something, he asks some questions, reacts to the interlocutor?s reasoning,? Putin said.In Hamburg, Putin said he believed he had already established a personal relationship with Trump, adding that ?the TV Trump is very different from the person in reality?.Speaking about crisis in Ukraine, Putin said on Friday that he hope it would eventually be resolved ?bloodlessly? and via ?democratic processes?.",175
2379,Govt receives 90 applications for RBI Deputy Governor post,"The Finance Ministry has received around 90 applications for the post of RBI Deputy Governor as SS Mundra's three-year term is coming to end this month. As per reports, several private bankers have also applied for the post as the position was open to private sector. The post will have a fixed salary of ?2.25 lakh per month plus allowances.","New Delhi, Jul 14 (PTI) The Finance Ministry has received around 90 applications for the post of RBI Deputy Governor as S S Mundras three-year term is coming to end this month, an official said today. Some private bankers have also applied for the post as the position was open to private sector, a finance ministry official who did not wish to be identified said. About 90 applications are being scrutinised for the post of RBI Deputy Governor and the shortlisted name will be sent to Financial Sector Regulatory Appointment Search Committee (FSRASC) headed by Cabinet Secretary, the official said. A number of managing directors of public sector banks who met the criteria have applied as this position is reserved for a banker. The central bank has four deputy governors ? two from within the ranks and one commercial banker and another an economist to head the monetary policy department. The members Search Committee include RBI Governor, Financial Services Secretary and three independent members. Independent members of the committee are Rajiv Kumar senior fellow Centre for Policy Research, Manoj Panda director Institute of Economic Growth and Bimal Patel director CEPT. ",190
2387,TN couple seeks police protection after inter-caste marriage,"An inter-caste couple in Tamil Nadu's Erode district sought police protection after marrying against the wishes of the woman's parents. The couple feared they would be killed if they went back to their hometown since they belong to different castes. The Kongu belt, from where the couple hails, is reportedly infamous for incidents of honour killing. ","A couple walked into Gobichettipalayam police station in Tamil Nadu's Erode district today immediately after tying the knot in Coimbatore seeking protection for their life. This after the guy married a girl of higher caste, against her parents' wishes. Ajit Kumar from Avinashi town of Tirupur, who hails from the scheduled caste community, fell in love with Gokila, a Hindu caste girl. When Gokila's family learnt about their relationship, they disapproved of their relationship saying that Ajit was from a lower caste.   Gokila's family members allegedly warned her of grave consequences and also went to Ajit's residence to threaten him.AJIT KUMAR AND GOKILA ELOPED ON JULY 12Ajit and Gokila eloped on July 12 and got married at Marudhamalai in Coimbatore. Fearing that they could be killed if they went back to their hometown as they belong to different castes, they approached the Gobichettipalayam police station in Erode and urged the police to save their lives.",154
2417,Misbah awarded life membership of Marylebone Cricket Club,"Former Pakistan Test captain Misbah-ul-Haq has been awarded honorary life membership by the Lord's based-Marylebone Cricket Club (MCC). The 43-year-old, who led Pakistan in record 56 Tests, became the 22nd Pakistani cricketer to be awarded the membership. The last Pakistani to receive the honour was Ramiz Raja, who was given the membership in 2015.","Former Pakistan Test captain Misbah-ul-Haq was honoured with Honorary Life Membership by the Marylebone Cricket Club (MCC) for his services to the game.Misbah was presented with the membership at the Lord?s Cricket Ground during the rain-interrupted match between Afghanistan and the MCC XI earlier this week.The 43-year-old Misbah is the 22nd Pakistani to receive the honour and joins the likes of Mushtaq Mohammad, Zaheer Abbas, Imran Khan, Wasim Akram, Waqar Younis and Javed Miandad.The last Pakistani to receive the honour was Ramiz Raja, who was awarded membership in 2015.",88
2420,Rahul shares funny video mocking NDA's pro-poor policies,"Congress Vice President Rahul Gandhi shared a funny video on Twitter to mock the NDA government's pro-poor policies. In the video, the boy can be seen giving money to the waiter but the girl takes the money back from the waiter, pays the bill herself and puts the boy's money into her purse instead of giving it back to him.","Congress Vice President Rahul Gandhi took a dig at the NDA government by tweeting a video which shows a couple in a restaurant paying the bill. He took a jab at NDA government's policy for poor.  In the video, the boy gives a currency note to the waiter but the girl insists on paying the bill. She then goes on to take the money back from the waiter and gives him her money. However, what is funny is that she puts his money into her purse instead of giving it back to him.  Also read: FYI || Rahul Gandhi face of Opposition in 2019: Twitterati congratulate PM Modi in advance |  The original video was tweeted 2 days back by a twitter user Sir Jenkinson.She told him it's her treat.. pic.twitter.com/0iTeUzDZcdThe same video was tweeted by Rahul Gandhi with a different caption.NDA pro-poor policies pic.twitter.com/TMpYGcOHVWWhat happened next was quite obvious. Rahul Gandhi was trolled. And here is how the Twitterati is doing it:Also read: FYI || Narendra Modi and Rahul Gandhi must watch Baahubali and DDLJ before talking in the UP air |Pappus vision towards poor ð??? pic.twitter.com/mCT4EaIv2o",187
2421,Beyoncé tops Billboard's Top Money Makers of 2016 list,"Singer Beyoncé topped Billboard's Top 50 Money Makers of 2016 list with earnings of over ?400 crore ($62.1 million). Rock band Guns N' Roses came in second on the list with earnings of over ?272 crore while Drake, Adele and Coldplay were among those featured in the list's top ten. Late singer David Bowie ranked 34th on the list.","Last year, Beyonce released her epic visual album, Lemonade. One of the biggest hits from the album, Formation, had Beyonce declaring to the world that 'the best revenge is your paper'; that you can shut the world up by proving that you're worth your weight in gold.And now, the American singer-songwriter has proved her words by topping Billboard's Top 50 Money Makers of 2016 list!Queen Bey, who gave birth to twins Rumi and Sir Carter last month, earned a whopping 62.1 million dollars (Rs 400 crores, approximately) last year. Also Read: Beyonce named Most Charitable Celebrity in 2016 for her humanitarian acts By winning the top-earning position on the list, Beyonce has left other musical biggies like Guns N' Roses, Bruce Springsteen, Drake, Adele, Coldplay, Justin Bieber, Kanye West and Rihanna, far behind. ",133
2424,Infosys CEO Sikka arrives in driverless golf cart to meeting,"Infosys CEO Vishal Sikka arrived in a driverless automated golf cart at the company headquarters ahead of a press conference on quarterly results. He posted a photo on Twitter, stating the car was built by Infosys engineering services team at its Mysore centre. Sikka earlier pointed out advances in computer processing speeds, implying growth in the area of Artificial Intelligence.","Abiding by his ideology of automation and its impact on the development of the country, Infosys CEO Vishal Sikka arrived in a driverless automated golf cart at the company headquarters in Bengaluru ahead of a press conference on the company?s Q1 results. He posted a photo of himself on his Twitter handle. According to the post, the car was designed and built by the Infosys engineering service team at the company?s Mysuru campus.An autonomous vehicle for me & Pravin, built right in Mysore @Infosys Engg Services!Who says we can't build transformative technologies? pic.twitter.com/71qEA2y5vJ? Vishal Sikka (@vsikka) July 14, 2017In previous conferences also, Sikka has pointed out advances in computer processing speeds, implying a growth spurt in the area of Artificial Intelligence. Infosys posted strong first-quarter numbers that beat market expectations, driven mainly by strong spending from top financial services and European customers. India?s second largest software services exporter also raised its full-year revenue guidance, halting a streak of three consecutive quarters when the company was forced to slash its revenue growth outlook..@vsikka arrives in style for @Infosys' mgmt address @kritika_saxena1 @ShereenBhan @CNBCTV18Live pic.twitter.com/den7f0rdAN? CNBC-TV18 News (@CNBCTV18News) July 14, 2017(Amrita Sokhi is a student of IP?University and is interning with HT.)",199
2427,Only date I remember is Katrina Kaif's birthday: Salman,"Actor Salman Khan has said that the only date he remembers is actress Katrina Kaif's birthday despite being bad at remembering dates. Salman joked, ""It's a national event. In India, July 16 is a holiday, who knows USA might also announce it as a national holiday soon."" He made the comments at an IIFA Awards 2017 event in New York. ","If Salman Khan and Katrina Kaif couldn't take their eyes off each other at IIFA 2017, the Bajrangi Bhaijaan actor made the event all the more memorable for his 'close friend' Katrina when he sang Happy Birthday for her. The Jab Tak Hai Jaan actor will turn 34 on July 16, but the 51-year-old actor couldn't wait that long to wish her, and grabbed the first opportunity to wish his friend. So much so that Salman confessed on stage that he's bad at keeping track of dates, however the only date he remembers is Katrina's birthday which is this Sunday, July 16. He said, "" I am very bad with dates.The only date I remember is Katrina's birthday. It's a national event. In India, July 16 is a holiday, who knows USA might also announce it as a national holiday soon.""More from #salmankhan at #iifa2017 #newyork @viralbhayaniA post shared by Viral Bhayani (@viralbhayani) on Jul 13, 2017 at 3:43pm PDT He then started singing ""Happy Birthday"", before moving forward to give her a side hug and a peck on the cheek.",180
2428,I'm blessed that you even know I exist: Ranveer to Amitabh,"In a Twitter conversation with actor Amitabh Bachchan, Ranveer Singh wrote, ""I'm blessed that you even know I exist!"" Ranveer wrote this after Amitabh complained about him not replying to his SMS birthday greetings. Ranveer tweeted further, ""Except that I TOTALLY replied! I just cross checked it too! You were in fact one of the first to even wish!""","Remember when Amitabh Bachchan sulked over Sonam Kapoor not replying to his SMS that he sent on her birthday? This time, Ranveer Singh finds himself in Sonam's position. Apparently, Big B sent Ranveer a text message on his birthday, but received no response.Amitabh Bachchan wrote on one of Ranveer's replies to a birthday wish, ""hey .. but what about my intention .. sent you sms greetings for your birthday .. did not get a reply .. did you see it .. !??""However, while Sonam missed his message in the ocean of tweets, texts and birthday posts, Ranveer made sure he did not forget to reply to Big B's text. The Bajirao Mastani actor responded, ""Except that i TOTALLY replied! I just cross checked it too! You were in fact one of the first to even wish!""Ranveer then went on to say that it's gestures like these which make Amitabh Bachchan the greatest of all time, adding, ""I'm blessed that you even know I exist!""",163
2429,WB topper's name appears in JU merit list without applying,A West Bengal Class 12 topper's name has appeared on top for four subjects of Jadavpur University's merit list without him even applying. The student has notified the varsity's authorities about the error adding that the marks and birth date mentioned with the name were not his. Authorities said that they would seek help from police's cyber crime department.,"West Bengal Class 12 topper Archisman Panigrahi is in a unique predicament, his name tops the Jadavpur University (JU) merit list in four subjects without him ever applying to the varsity.""I never applied to Jadavpur University but I came to know through a friend that my name figured in the top in the merit list for Physics, Chemistry, Geology and Mathematics. The marks and birth date were not mine,"" the student said.He said he has informed the varsity authorities.""I have written to the dean highlighting that I had not applied and I can see my name on the top,"" he said.According to varsity vice chancellor Suranjan Das the matter will be taken up with the cyber crime department of the police.ALSO READ|  Jadavpur University students march in solidarity with Gurmehar Kaur",130
2447,Kiran Bedi pulls up airport officials over unclean toilets,"Puducherry Lieutenant Governor Kiran Bedi on Thursday pulled up Chennai airport officials for improper maintenance of toilets in the VIP lounge. She found the toilets unclean when she arrived from Delhi. Immediately after that, the officials deployed sanitary workers to clean up the toilet and spray perfume. Bedi told officials that toilets needed to be maintained in a clean manner.","Puducherry Lt governor Kiran Bedi on Thursday pulled up airport officials in Chennai for ?improper maintenance? of toilets in the VIP lounge. Bedi, who arrived here from Delhi, was upset after she visited a toilet in the lounge and found it to be ?unclean?, airport  sources said.She pulled up officials, who immediately deployed sanitary workers to clean up the toilet and spray perfume.Bedi then told officials that toilets needed to be maintained in a clean manner,the sources said. ",79
2448,Zimbabwe Prez reaches Singapore for medical reasons,"The 93-year-old Zimbabwean President Robert Mugabe has reached Singapore for a ""routine"" medical checkup, prompting opposition figures to question whether he is still medically fit to run the country. However, Mugabe, who has been in power since 1980, has claimed that he is fit and will contest the country's presidential election next year.","Zimbabwe?s President Robert Mugabe is in Singapore for medical reasons, prompting opposition figures to question whether the 93-year-old still has the stamina to run the country.State media, quoting an information ministry statement, said the world?s oldest head of state left on Friday for a ?routine? medical checkup and will be back in Zimbabwe later this week. This is Mugabe?s third Singapore visit this year.Mugabe had been scheduled to address a campaign rally on Friday, but organisers say that has been cancelled due to the trip.The opposition, which has called him a ?non-resident president? due to his frequent foreign travels, has expressed concern over his health, saying he should retire.Mugabe has said he will contest next year?s election, claiming he is still fit. He has been in power since 1980.",128
2451,Video: VHP activists show weapons in Amarnath attack protest,"Bajrang Dal and Vishva Hindu Parishad (VHP) members on Wednesday brandished weapons like pistols and swords while protesting against the Amarnath terror attack. ""If Centre does not avenge Amarnath terror attack within 15 days, Bajrang Dal will have to take law in their hands to protect pilgrims,"" a Bajrang Dal leader said. They also raised anti-Pakistan slogans and burnt effigies. ","The terror attack on Amarnath pilgrims has pushed the nation into grief. While many condemned decorously, various Indian political organisations have taken the mourning to the next level.In Agra, Uttar Pradesh today, Bajrang Dal and Vishva Hindu Parishad (VHP) held a protest against Amarnath terror attack brandishing weapons like pistol, rifle and swords.Agra (UP): Bajrang Dal and Vishva Hindu Parishad (VHP) protest against #AmarnathTerrorAttack brandishing weapons (pistol, rifle and swords) pic.twitter.com/fYst21eAJcBajrang Dal leader Govind Parashar said that 'if Centre does not avenge Amarnath terror attack within 15 days, Bajrang Dal will have to take law in their hands to protect pilgrims.' #WATCH: Bajrang Dal and Vishva Hindu Parishad protest against #AmarnathTerrorAttack in Agra brandishing weapons (pistol, rifle and swords) pic.twitter.com/FMj4zC0MMpIncidentally, in another show of protest, Bajrang Dal activist Digvijayanath Tiwari recently made a statement opposing Haj yatra.  According to a Patrika report, Tiwari said that the Centre should take direct action against terrorism and failing to do so will result in Bajrang Dal and Hindu Vishva Parishad considering to oppose Haj yatra.",171
2452,"Diesel, petrol prices reduced in Mumbai post GST","Diesel and petrol prices have been reduced by ?1.66 and ?1.77 per litre respectively in Mumbai after the Central government revoked state specific cess on fuel. Additionally, the price of cooking gas has been reduced by ?11 per cylinder. ""The price reduction would benefit all cities and towns that charged octroi on fuel,"" said Federation of All-Maharashtra Petrol Dealers' Association."," Motorists will have to pay less for petrol and diesel in Mumbai and Maharashtra as the central government has decided to revoke the state specific cess (SSC) on fuel. With the decision, rates for petrol have been slashed by 67 paisa to Rs1.77 a litre and diesel Rs1.25 to Rs 1.66 a litre in different cities. The move has also reduced the price of cooking gas  by Rs11 on every cylinder.In Mumbai, the price of petrol has been reduced by Rs1.77 and diesel Rs1.66 a litre.The city has two oil refineries and oil companies have been charging SSC on petrol and diesel in Maharashtra to recover extra expenses of Rs3,000 crore because they have to pay 3% Octroi charges to the Brihanmumbai Municipal Corporation (BMC).?With the imposition of Goods and Services Tax (GST), Octroi was abolished, but oil companies had continued to charge SSC on fuel and cooking gas in Maharashtra. We had requested Dharmendra Pradhan, Union minister of state for petroleum and natural gas, to look in to the matter and following his directives, SSC has been revoked,? said Girish Bapat, food and civil supplies minister.",188
2459,"SEBI orders Goldmine Agro, directors to refund investors","Market regulator SEBI has directed Goldmine Agro and its directors to refund investors money that it had raised illegally. SEBI also imposed a ban on the firm and its directors from accessing capital markets for four years after the refund. SEBI observed that securities issued by the firm required compulsory listing on recognised stock exchanges, which it failed to do.","New Delhi, Jul 13 (PTI) Markets regulator Sebi has asked Goldmine Agro Ltd (GAL) and its directors to refund investors money that the Kolkata-based company had raised illegally by issuing securities. Besides, Sebi imposed a ban on the firm and its directors from accessing the capital markets for four years from the completion of refund. Goldmine Agro mobilised funds illegally through issuance of non-convertible redeemable debentures (NCDs). According to Sebi, Goldmine Agro had raked in Rs 35.62 crore by issuing NCDs to investors during 2009-10 and 2011-12. However, the company had not given details about the number of allottees. The company, through such activity, violated various norms, Sebi noted. The regulator observed that allotment of NCDs by the firm was a public issue, which under the rules require a compulsory listing on a recognised stock exchange. It was also required to file a prospectus, among others, which it failed to do. ",151
2462,Man trapped in ATM slips notes to customers seeking help,A man from US state of Texas was trapped inside an ATM and slipped notes to customers via the receipt slot pleading to help him escape. The man reportedly left his cellphone in his truck and got stuck while he was changing a lock to a bank room that led to the ATM. He was later freed by the police.," Police say a Texas man who became trapped inside an ATM slipped notes to customers via the receipt slot pleading for them to help him escape.Corpus Christi police Lt Chris Hooper says the contractor got stuck Wednesday when he was changing a lock to a Bank of America room that leads to the ATM.I got a #HelpMe note from the ATM, I wanted 20 bucks. CCPD to the rescue. https://t.co/o5FecfE7iv? Corpus Christi PD (@CorpusChristiPD) July 13, 2017The unidentified contractor, who had left his cellphone in his truck, encountered a problem with the lock.He passed notes through the ATM receipt slot to customers retrieving cash. One read, ?Please help. I?m stuck in here ...,? before imploring people to call his boss.A customer called police, who heard a faint voice coming from the ATM.An officer kicked in the door to the room, freeing the man.",143
2476,Japan's NHK apologises over talk show guest's Hitler T-shirt,"Japan's public broadcaster NHK has apologised over a cartoon with Adolf Hitler's face that was printed on a T-shirt worn by a talk show guest. The black T-shirt, worn by entrepreneur Takafumi Horie also carried a ""No war"" message on one side and a peace symbol. Responding to a tweet, Horie said it was meant to be an anti-war message.","Japan?s public broadcaster NHK has apologized over a cartoon with Adolph Hitler?s face that was printed on a T-shirt worn by a talk show guest.The black T-shirt worn by entrepreneur Takafumi Horie also carried a No war message on one side and a peace symbol on a lapel. Horie was a guest Wednesday on NHK?s Afternoon Live daily talk show.The T-shirt has prompted complaints from viewers. During the program, the NHK announcer and the show?s co-host apologized.Responding to a tweet asking about the Hitler cartoon, Horie said it was meant to be an anti-war message.",94
2477,"Ranveer chops off beard, moustache on live Instagram video","Ranveer Singh chopped off his beard and long moustache on a live video on Instagram. He did this as he had finished shooting for the older version of Alauddin Khilji in the film 'Padmavati' and will be shooting for the character's younger version. Ranveer also shared a picture of the facial hair he removed and captioned it, ""I'll miss you"".","Ranveer Singh tearfully bid adieu to his long moustache and beard, to transform himself from the old Alauddin Khilji to the young Alauddin Khilji. The actor cut off his facial hair in an Instagram live video for Sanjay Leela Bhansali's film, Padmavati, where he plays the antagonist.Ranveer recalled the last time his facial hair had been chopped in this manner. Remember how Deepika Padukone was only too happy to chop off his twirling moustache after Bajirao Mastani? Ranveer reminisced, ""Remember when Deepika did it? She was so happy! I don't feel like that at all. I feel like I'm cutting off a body part.""The actor, who by his own admission is very attached to his facial hair, needed AR Rahman's cult hit Urvasi Urvasi to get him through the act of chopping it off.Ranveer also shared a collage of selfies before and after his ""mundan.""Before Mundan - After MundanA post shared by Ranveer Singh (@ranveersingh) on Jul 12, 2017 at 11:01am PDTOn the work front, Ranveer will be seen next in Padmavati. The film, which also stars Deepika Padukone and Shahid Kapoor, is set to release on November 17 this year.",190
2488,Bomb threat call at Mumbai's Churchgate station turns hoax,"An unverified call, received by the Railway Protection Force (RPF) on Thursday, warning about a bomb in Mumbai's Churchgate station turned out to be a hoax. Notably, it is the sixth anniversary of the triple blasts at Zaveri Bazar, Opera House and Dadar which left 26 people dead. The police are working to trace the person who telephoned the RPF.","An unverified call warning about bomb planted in Mumbai's Churchgate station today prompted an immediate search operation by the local police. It later turned out to be a hoax, officials said.The Railway Protection Force (RPF) control room received an anonymous call around 11 am. The information was conveyed to Anti-Terrorist Squad (ATS), Crime Branch. Local police and a team of Mumbai ATS immediately sprung into action.A dog squad was also called and investigation is underway.According to police, it was a hoax call. A thorough search of the Churchgate station revealed nothing though there was brief panic reaction among the commuters.It is the sixth anniversary of the triple blasts at Zaveri Bazar, Opera House and Dadar today, which left 26 people dead and over a 100 injured.Police are making efforts to trace the person who telephoned the RPF. -With inputs from Saurabh Vaktania, Mayuresh Ganapatye and Mustafa Shaikh",146
2489,White House strongly condemns Amarnath terror attack,"The White House has strongly condemned the terror attack on Amarnath pilgrims in India, calling it a ""cowardly terrorist attack"". Adding, ""An attack on religious freedom is an attack on the most fundamental right of liberty,"" US said that it will continue to work with India to combat terrorism in every part of the world. The attack claimed seven lives.","The United States has ?strongly? condemned the ?cowardly terrorist attack? on the Amarnath Yatra pilgrims on Monday and said it would continue to work with India to combat terrorism.?An attack on religious freedom is an attack on the most fundamental right of liberty,? the White House press secretary said in a statement on Wednesday.?The United States and India will continue to fight together against terrorist threats in every part of the world,? the statement added.Seven people were killed and 19 were wounded in the attack.",84
2490,"Sania Mirza out, Rohan Bopanna in Wimbledon quarters","Sania Mirza and her mixed doubles partner, Croatia's Ivan Dodig, crashed out of the Wimbledon's mixed doubles event, losing 6-7, 4-6 to Henri Kontinen and Heather Watson in the third round. Meanwhile, French Open champions Rohan Bopanna and his Canadian partner Gabriela Dabrowski reached the quarters, beating the Croatian pair of Nikola Mektic and Ana Konjuh 7-6, 6-2 on Wednesday.","Rohan Bopanna and his Canadian partner Gabriela Dabrowski entered the quarter-finals in mixed doubles category of Wimbledon, while it was curtains on Sania Mirza-Ivan Dodig?s campaign.French Open mixed doubles champions Bopanna-Dabrowski defeated Croatian pair Nikola Mektic-Ana Konjuh 7-6 (5), 6-2 in one hour and three minutes.READ | Rohan Bopanna: 7-year itch & freedom - expect more Slams from French Open champThe 10th seeded pair Bopanna-Dabrowski will next face Henri Kontinen-Heather Watson in the quarter-final clash. Kontinen-Watson beat the fourth-seeded pair Sania-Dodig 7-6 (4), 6-4 to book the quarter-final berth.In mixed doubles at Wimbledon, Bopanna has never progressed beyond the quarter-finals. He is now the only Indian left in the competition.",109
2497,Salman counselled me about having babies: Krushna Abhishek,"Comedian Krushna Abhishek, who became a father to twin boys, has revealed that Salman Khan was among those who counselled him about having babies. ""Salman was one of the first stars I told about my twins,"" he added. Krushna further said when he first saw the twins, he didn't know how to react and was scared to pick them up.","Krushna Abhishek and Kashmera Shah became parents to twin boys two months back, and few people know that Bollywood superstar Salman Khan was one of the people who nudged Krushna to have babies.""Many people counselled me about having babies, one of them was Salman,"" says the comedian.""Salman was one of the first stars I told about my twins. He was extremely happy for us,"" he added.On how it felt to become a father""When I first saw the twins, I didn't know how to react. I was scared to pick them up.""On how fatherhood has changed Krushna as a person""I've become more responsible. I've never been an actor who relies on his producers. I've always been in such a position that I can walk off anytime. I never had the fear of a show not working or being ousted from it. But after having kids, I get that feeling. I'm no longer as carefree, there is a fear that keeps me in check.""Krushna Abhishek will be seen in The Drama Company, set to premiere on July 16 at 8pm on Sat-Sun.",179
2505,Indian-origin boy dies after 'cheese prank' at London school,An Indian-origin boy Karanbir Cheema with an allergy to dairy products died due to a reaction after a piece of cheese was allegedly forced on him as a prank in his school. The 13-year-old died on Sunday after battling for ten days in a children's hospital. The police also arrested Karanbir's classmate on suspicion of attempted murder.,"Karanbir Cheema, a 13-year-old boy fell ill while he was at his school in west London. A student of William Perkin C of E High School in Greenford, Karanbir died due to an allergic reaction. An allergic reaction occurred because a piece of cheese was 'thrown' on him.The Cheema family demanded answers from the school and authorities whether their son was bullied at school or not.According to a report by The Independent, Karanbir's mother Rina said that he had multiple allergies but led a life of normalcy.""I want answers, I want to get to the bottom of what happened, I will be asking the school if he was bullied but my son was very popular, you could not help but like that child, he never made enemies.""Karanbir was allergic to dairy products and always religiously avoided them. According to the school, Karanbir got hit by a piece of cheese and died. His father was not convinced by the explanation and felt that the incident did not make any 'sense'.The school showed remorse after the death of Karanbir Cheema and posted grief on their official website.",184
2506,Woman gangraped after husband 'loses' her in gambling bet,"A 38-year-old woman has alleged that she was raped by two men after her husband lost her as a stake in a gambling bet in Madhya Pradesh. The woman also claimed that after the incident, she separated herself from her husband but the two men kept constantly harassing her. No case has been registered so far, according to Indore Police.","A 38-year-old woman has claimed she was raped by two men after her husband ?lost her? to them in a game of gambling in Madhya Pradesh?s Indore, police said on Wednesday.The woman registered a complaint during a weekly public hearing organised by police in Indore on Tuesday. However, a case is yet to be registered.The woman alleged that sometime back her husband ?lost her? in a gambling bet to two people. Later the men allegedly raped her claiming they had ?won her from her husband? who had put her at stake in a game of gambling, a police officer said.The woman said she separated from her husband after the incident but he and the two men were constantly harassing her, the officer said.Indore?s Women Police Station in-charge Jyoti Sharma told PTI that all persons concerned have been summoned to record their statements on the woman?s complaint.?Since the allegations are yet to be corroborated, no case has been registered so far,? Sharma said. ",162
2518,Iran appoints 1st female CEO of national carrier in history,"Iran has appointed its first female CEO to lead its national carrier Iran Air since the airline's inception in 1944. Forty-four-year-old Farzaneh Sharafbani, who also holds a PhD in aerospace engineering, is the first woman to head Iran Air in over 70 years. She was appointed by President Hassan Rouhani's administration, which has chosen women to lead several managerial posts. ","Farzaneh Shrafbafi, a professor of aeronautical engineering at Amir Kabir University of Technology and Shahid Sattari University of Aeronautical Engineering and the first Iranian woman to get a Ph.D in aerospace was selected from among the board members of Iran Air.Farzaneh Shrafbafi, a aeronautical engineering professor will become first female CEO of #Iran's oldest airline, @IranAir_IRI. pic.twitter.com/rNw7TknmlmIn an interview given to an Iranian daily back in 2014, Farzaneh told the newspaper that she was always a keen student of science. Her father who was Physics professor at Sharif University helped shape her interest in the field. ",96
2519,SC closes 9-yr-old case against Govinda for slapping a man ,The Supreme Court has closed a nine-year-old case against Govinda for slapping a man named Santosh in 2008. The SC's decision came after the actor tendered an unconditional apology to the complainant and the apex court. The actor had slapped Santosh when he had gone to see Govinda's film shoot and the act was also caught on camera.,"Bollywood actor Govinda?s 2008 slapping case was closed by the Supreme Court on Wednesday. Coming as a relief to the actor, the case was closed after the actor tendered an unconditional apology to Santosh Ray, the complainant and the apex court.Santosh Bateshwar Ray had gone to see the film shoot of Govinda?s Money Hai Toh Honey Hai, when the actor slapped him. The act was also caught on camera.He then filed a complaint on February 2, 2009, against Govinda under sections 323 (Punishment for voluntarily causing hurt), 504 (Intentional insult with intent to provoke breach) and 506 (1) (Criminal intimidation) of the Indian Penal Code. The Bombay High Court had revoked Ray?s complaint against Govinda, saying there was no material against the actor to show criminal intimidation.Ray then filed an appeal against the decision in the Supreme Court.(ANI)",137
